company_ntn,company_name,incorporation_date,registered_address,principal_business,status,paid_up_capital
6875592-1,Allied Associates,2019-12-31,"House 297, Street 26, Johar Town, Lahore",Trading,Active,50000000
7721754-9,Premier Builders,2008-12-30,"House 235, Street 36, Cantt, Sialkot",Real Estate,Active,50000000
5885411-0,United Builders,2012-09-01,"House 58, Street 40, Cantt, Multan",Textile,Active,500000000
1610032-3,United Holdings,2011-05-26,"House 197, Street 30, G-9, Islamabad",Logistics,Active,500000000
6797070-6,Metro Traders,2018-03-06,"House 412, Street 30, Kashmir Road, Sialkot",Real Estate,Active,50000000
7036869-3,Global International,2016-04-16,"House 864, Street 33, Model Town, Multan",Pharmaceuticals,Active,500000000
9063198-5,Apex Holdings,2010-01-24,"House 36, Street 58, G-11, Islamabad",IT Services,Active,50000000
3458723-4,Allied Holdings,2020-09-21,"House 938, Street 12, Cantt, Lahore",Pharmaceuticals,Active,50000000
7945669-4,Summit Traders,2009-09-19,"House 690, Street 2, Bahria Town, Rawalpindi",Logistics,Active,500000000
2564443-7,Capital Industries,2009-11-13,"House 929, Street 12, DHA Phase 6, Karachi",Real Estate,Active,50000000
1496600-4,Allied Holdings,2019-11-30,"House 459, Street 21, Cantt, Peshawar",IT Services,Active,500000000
3862020-1,Metro International,2022-05-09,"House 742, Street 20, DHA-II, Islamabad",IT Services,Active,50000000
6211020-3,Summit Associates,2019-01-21,"House 332, Street 43, F-6, Islamabad",IT Services,Active,50000000
1567852-4,Crescent Traders,2019-04-20,"House 941, Street 50, Westridge, Rawalpindi",Trading,Active,500000000
7873503-8,Star Associates,2022-09-15,"House 71, Street 5, Cantt, Lahore",Construction,Active,500000000
7869268-4,Pak International,2017-08-21,"House 836, Street 16, Paris Road, Sialkot",Textile,Active,50000000
2858149-9,Star (Pvt) Ltd,2010-01-11,"House 746, Street 12, Gulshan-e-Iqbal, Karachi",IT Services,Active,50000000
3010677-3,Royal Enterprises,2012-04-08,"House 705, Street 52, University Town, Peshawar",IT Services,Active,50000000
4502043-1,Pak Enterprises,2016-01-06,"House 25, Street 6, Gulshan-e-Iqbal, Karachi",IT Services,Active,50000000
2435326-7,Crescent Traders,2023-07-12,"House 745, Street 52, Model Town, Lahore",IT Services,Active,50000000
3065117-3,Star Holdings,2009-10-05,"House 548, Street 57, G-9, Islamabad",IT Services,Active,50000000
3323549-1,Apex Industries,2012-04-10,"House 263, Street 13, North Nazimabad, Karachi",IT Services,Active,50000000
2606252-0,Pak Holdings,2010-06-30,"House 399, Street 45, Shah Rukn-e-Alam, Multan",Textile,Active,50000000
1711994-3,Apex Associates,2021-01-24,"House 85, Street 35, D Ground, Faisalabad",Pharmaceuticals,Active,50000000
9838598-0,Metro Holdings,2023-02-02,"House 541, Street 2, Gulgasht Colony, Multan",Food & Beverage,Active,50000000
5272824-7,Pak (Pvt) Ltd,2013-05-01,"House 909, Street 26, Cantt, Lahore",Import/Export,Active,500000000
5988593-0,Summit Builders,2020-05-23,"House 913, Street 31, Cantt, Peshawar",Textile,Active,50000000
3776416-0,Pak Holdings,2023-07-05,"House 622, Street 48, Model Town, Sialkot",Food & Beverage,Active,50000000
5764934-9,Metro (Pvt) Ltd,2021-10-22,"House 111, Street 60, Chaklala Scheme 3, Rawalpindi",Logistics,Active,50000000
6863748-5,Capital Associates,2013-05-14,"House 744, Street 26, Cantt, Lahore",Textile,Active,50000000
3205575-6,Capital Enterprises,2023-07-07,"House 837, Street 9, Bahria Town, Islamabad",Real Estate,Active,50000000
3146754-0,Summit (Pvt) Ltd,2017-08-10,"House 722, Street 43, DHA Phase 6, Karachi",Import/Export,Active,50000000
5885915-7,Royal Builders,2017-03-31,"House 159, Street 7, Jaranwala Road, Faisalabad",Construction,Active,50000000
3824757-1,Star Builders,2021-02-18,"House 295, Street 50, DC Colony, Gujranwala",IT Services,Active,50000000
4598628-6,Star Associates,2008-05-23,"House 262, Street 27, Bahadurabad, Karachi",Trading,Active,50000000
1913952-0,Allied Associates,2018-12-04,"House 433, Street 45, I-8, Islamabad",Textile,Active,50000000
5247369-0,Global Traders,2014-06-19,"House 747, Street 29, DHA Phase 5, Lahore",IT Services,Active,50000000
7742257-0,Capital (Pvt) Ltd,2014-01-08,"House 373, Street 53, Model Town, Sialkot",Textile,Active,500000000
1042029-4,Capital Associates,2019-05-09,"House 520, Street 29, Satellite Town, Rawalpindi",IT Services,Active,500000000
4547511-3,Pak Traders,2022-12-29,"House 208, Street 56, North Nazimabad, Karachi",Textile,Active,50000000
7533337-6,Crescent Industries,2016-03-08,"House 950, Street 26, Jaranwala Road, Faisalabad",Import/Export,Active,50000000
5055074-2,Metro International,2009-04-02,"House 212, Street 57, D Ground, Faisalabad",Pharmaceuticals,Active,50000000
9495392-9,Global Builders,2010-01-29,"House 438, Street 45, North Nazimabad, Karachi",Pharmaceuticals,Active,50000000
8327199-9,Allied Associates,2013-03-22,"House 807, Street 39, Westridge, Rawalpindi",Pharmaceuticals,Active,50000000
9333983-4,Allied Enterprises,2010-08-12,"House 103, Street 55, Jaranwala Road, Faisalabad",Real Estate,Active,50000000
4240543-7,Premier Holdings,2013-06-03,"House 270, Street 39, Model Town, Lahore",Logistics,Active,500000000
9959125-0,Apex Traders,2009-07-27,"House 630, Street 22, Peoples Colony, Faisalabad",Trading,Active,50000000
4173379-7,Premier Associates,2018-01-12,"House 560, Street 26, Model Town, Multan",Logistics,Active,50000000
3426503-9,Premier Industries,2014-06-26,"House 727, Street 38, Cantt, Multan",Pharmaceuticals,Active,50000000
4803919-1,Summit Associates,2008-10-17,"House 391, Street 54, Cantt, Peshawar",IT Services,Active,50000000
3353459-5,United Holdings,2023-04-18,"House 351, Street 57, F-10, Islamabad",Food & Beverage,Active,50000000
5378132-1,United Traders,2010-09-19,"House 820, Street 30, F-8, Islamabad",Textile,Active,50000000
5449489-7,Royal International,2008-07-25,"House 897, Street 4, Model Town, Multan",Textile,Active,50000000
8574934-0,Crescent Builders,2019-01-05,"House 723, Street 51, Cantt, Sialkot",Real Estate,Active,50000000
8203682-1,Crescent Associates,2018-09-27,"House 166, Street 16, DC Colony, Gujranwala",Trading,Active,50000000
2878894-8,Pak International,2014-08-02,"House 71, Street 50, G-9, Islamabad",Food & Beverage,Active,50000000
5357907-9,Summit (Pvt) Ltd,2019-06-10,"House 843, Street 36, I-8, Islamabad",IT Services,Active,50000000
1709242-0,Star International,2015-09-06,"House 484, Street 36, Gulbahar, Peshawar",Food & Beverage,Active,50000000
5484585-0,Allied International,2009-03-08,"House 331, Street 60, Peoples Colony, Gujranwala",Pharmaceuticals,Active,50000000
2055574-0,Allied Builders,2017-11-08,"House 640, Street 10, Clifton, Karachi",Food & Beverage,Active,50000000
5368938-4,Summit Holdings,2008-02-27,"House 351, Street 20, G-9, Islamabad",Real Estate,Active,50000000
3380576-7,Metro Traders,2023-07-29,"House 68, Street 27, Kashmir Road, Sialkot",IT Services,Active,50000000
1544499-6,Royal Traders,2009-10-31,"House 548, Street 45, Peoples Colony, Faisalabad",Construction,Active,500000000
6304345-9,Summit (Pvt) Ltd,2012-11-01,"House 101, Street 8, Model Town, Lahore",IT Services,Active,50000000
6723248-3,Allied Enterprises,2017-06-02,"House 210, Street 3, Gulbahar, Peshawar",Construction,Active,50000000
6125165-8,Crescent Traders,2015-05-11,"House 460, Street 21, Peoples Colony, Faisalabad",Logistics,Active,50000000
8108677-1,Pak Holdings,2017-03-06,"House 790, Street 30, Cantt, Multan",Logistics,Active,50000000
1879598-6,Capital Builders,2015-04-05,"House 31, Street 13, Madina Town, Faisalabad",Pharmaceuticals,Active,500000000
1639483-4,Pak Associates,2011-12-13,"House 420, Street 19, F-7, Islamabad",Import/Export,Active,500000000
4572558-7,Pak Traders,2021-11-06,"House 405, Street 55, Bahria Town, Islamabad",Pharmaceuticals,Active,50000000
4778436-0,Apex (Pvt) Ltd,2009-09-15,"House 988, Street 51, Bahadurabad, Karachi",Textile,Active,50000000
7275110-7,Pak (Pvt) Ltd,2017-01-15,"House 488, Street 21, DHA-I, Rawalpindi",Import/Export,Active,50000000
1742448-9,Global Industries,2019-03-16,"House 26, Street 53, Hayatabad, Peshawar",Textile,Active,500000000
7278998-7,Summit Traders,2015-07-31,"House 231, Street 35, Kashmir Road, Sialkot",Import/Export,Active,50000000
4535163-3,Summit Holdings,2009-06-13,"House 955, Street 12, PECHS, Karachi",Real Estate,Active,50000000
7551050-3,Apex Holdings,2023-10-04,"House 456, Street 42, Bahria Town, Rawalpindi",Import/Export,Active,50000000
2009879-6,Star Holdings,2012-04-03,"House 651, Street 29, Gulgasht Colony, Multan",Real Estate,Active,50000000
9479131-4,United Holdings,2016-08-04,"House 747, Street 15, Hayatabad, Peshawar",Import/Export,Active,500000000
2656343-2,Capital Builders,2008-07-30,"House 418, Street 32, G-10, Islamabad",Food & Beverage,Active,50000000
2185617-7,Global Builders,2015-04-12,"House 478, Street 1, Shah Rukn-e-Alam, Multan",Real Estate,Active,500000000
4373888-1,Summit Traders,2009-03-06,"House 797, Street 37, Bahria Town, Islamabad",Pharmaceuticals,Active,50000000
2759147-2,Star Industries,2015-07-12,"House 658, Street 28, Cantt, Peshawar",Food & Beverage,Active,500000000
3814889-3,Royal Enterprises,2016-10-25,"House 902, Street 41, Madina Town, Faisalabad",Trading,Active,500000000
9328210-9,Capital Associates,2012-05-08,"House 854, Street 11, Hayatabad, Peshawar",Logistics,Active,500000000
8395861-2,Allied International,2020-09-08,"House 809, Street 2, DHA Phase 6, Karachi",Logistics,Active,50000000
6164092-4,Metro Enterprises,2021-08-02,"House 870, Street 21, Model Town, Gujranwala",Textile,Active,50000000
5788403-1,United Builders,2023-06-29,"House 510, Street 16, Satellite Town, Gujranwala",Import/Export,Active,500000000
9527557-8,Royal Industries,2014-08-18,"House 604, Street 52, Madina Town, Faisalabad",Food & Beverage,Active,500000000
6734410-8,Royal Associates,2011-07-01,"House 589, Street 54, Cantt, Multan",Food & Beverage,Active,50000000
8990183-6,Metro Builders,2013-05-20,"House 324, Street 26, G-11, Islamabad",Textile,Active,500000000
8097332-6,Global Associates,2020-01-27,"House 284, Street 6, Model Town, Multan",IT Services,Active,500000000
5991366-2,Metro Industries,2013-08-07,"House 62, Street 16, Model Town, Multan",Import/Export,Active,50000000
4135731-0,Pak Holdings,2009-10-22,"House 686, Street 51, Model Town, Sialkot",Logistics,Active,500000000
4973291-1,Star Traders,2011-03-21,"House 281, Street 10, Paris Road, Sialkot",Real Estate,Active,50000000
1641245-9,Metro International,2010-04-16,"House 696, Street 43, Peoples Colony, Gujranwala",Trading,Active,500000000
1561781-0,Capital (Pvt) Ltd,2018-06-28,"House 730, Street 2, Hayatabad, Peshawar",Pharmaceuticals,Active,50000000
4790278-9,Pak Holdings,2012-10-31,"House 48, Street 52, Bahadurabad, Karachi",Construction,Active,50000000
3642949-7,Summit Traders,2014-08-14,"House 910, Street 54, Model Town, Multan",Import/Export,Active,50000000
3618886-3,Crescent Traders,2014-07-19,"House 737, Street 40, F-10, Islamabad",IT Services,Active,50000000
8719953-0,United Traders,2023-06-07,"House 400, Street 2, Clifton, Karachi",Logistics,Active,50000000
1730014-1,Premier Enterprises,2011-12-29,"House 309, Street 40, Cantt, Sialkot",IT Services,Active,50000000
2861161-8,United Traders,2023-06-21,"House 642, Street 31, Chaklala Scheme 3, Rawalpindi",Real Estate,Active,50000000
4368570-5,Summit Traders,2010-12-07,"House 621, Street 45, Cantt, Multan",Logistics,Active,500000000
2072946-6,Star International,2010-09-26,"House 84, Street 39, Gulbahar, Peshawar",Food & Beverage,Active,50000000
3147552-1,Star (Pvt) Ltd,2018-10-22,"House 2, Street 58, Gulshan-e-Iqbal, Karachi",Food & Beverage,Active,500000000
8014074-9,Crescent Builders,2018-08-27,"House 14, Street 48, University Town, Peshawar",IT Services,Active,50000000
9242070-4,Global Associates,2012-01-19,"House 397, Street 20, Gulbahar, Peshawar",Textile,Active,50000000
5724519-7,Royal (Pvt) Ltd,2014-07-26,"House 89, Street 22, Madina Town, Faisalabad",Trading,Active,500000000
1718750-3,Global International,2013-12-08,"House 865, Street 52, DHA Phase 5, Lahore",Real Estate,Active,50000000
7118928-5,Royal Industries,2008-10-01,"House 212, Street 3, DC Colony, Gujranwala",Construction,Active,500000000
5135733-3,Pak Enterprises,2016-07-17,"House 436, Street 43, F-8, Islamabad",Real Estate,Active,50000000
3791649-4,Crescent International,2016-11-17,"House 272, Street 12, Cantt, Lahore",Import/Export,Active,50000000
3074748-4,United Industries,2011-01-22,"House 424, Street 52, Madina Town, Faisalabad",Pharmaceuticals,Active,50000000
2569084-6,Global Enterprises,2012-10-03,"House 459, Street 34, DHA-II, Islamabad",Trading,Active,50000000
5766728-1,Crescent Industries,2009-07-08,"House 993, Street 53, Johar Town, Lahore",Pharmaceuticals,Active,50000000
8236632-2,Royal Traders,2010-01-02,"House 916, Street 33, Shah Rukn-e-Alam, Multan",IT Services,Active,500000000
4404531-8,Crescent Associates,2018-09-16,"House 513, Street 52, I-8, Islamabad",Construction,Active,50000000
6308155-9,Allied Builders,2020-12-23,"House 417, Street 11, Madina Town, Faisalabad",Pharmaceuticals,Active,500000000
2736544-7,Apex (Pvt) Ltd,2021-10-29,"House 676, Street 26, Gulbahar, Peshawar",IT Services,Active,500000000
6802192-0,Pak Traders,2013-02-20,"House 953, Street 17, Model Town, Multan",Construction,Active,50000000
5980048-7,Metro Builders,2012-05-01,"House 65, Street 5, Paris Road, Sialkot",Logistics,Active,50000000
9558686-5,Summit Builders,2014-12-19,"House 418, Street 21, F-7, Islamabad",Logistics,Active,50000000
2977464-5,Premier (Pvt) Ltd,2020-02-15,"House 594, Street 4, Jaranwala Road, Faisalabad",IT Services,Active,50000000
1758398-2,Apex International,2018-07-29,"House 171, Street 3, Gulshan-e-Iqbal, Karachi",Pharmaceuticals,Active,50000000
3599856-3,Metro Builders,2023-03-10,"House 602, Street 20, Cantt, Peshawar",Import/Export,Active,50000000
4735905-6,Crescent Traders,2023-07-11,"House 156, Street 13, Gulshan-e-Iqbal, Karachi",Real Estate,Active,50000000
2521384-9,Star Builders,2022-01-24,"House 146, Street 37, Gulberg III, Lahore",IT Services,Active,500000000
5224557-5,Metro Holdings,2018-01-12,"House 34, Street 27, Peoples Colony, Faisalabad",Construction,Active,50000000
4360821-3,Summit (Pvt) Ltd,2016-01-15,"House 563, Street 48, Westridge, Rawalpindi",Textile,Active,50000000
7510626-5,Star (Pvt) Ltd,2019-11-02,"House 998, Street 17, Gulbahar, Peshawar",Construction,Active,50000000
9715857-3,Allied International,2016-07-19,"House 340, Street 4, I-8, Islamabad",Real Estate,Active,50000000
8087436-7,Crescent Industries,2012-09-19,"House 922, Street 27, Cantt, Lahore",Food & Beverage,Active,50000000
7321737-1,Metro Industries,2011-07-12,"House 606, Street 47, Gulbahar, Peshawar",Construction,Active,500000000
6733420-1,Allied Holdings,2019-04-23,"House 331, Street 2, Jaranwala Road, Faisalabad",Pharmaceuticals,Active,500000000
9657682-6,Royal (Pvt) Ltd,2013-09-12,"House 928, Street 11, Model Town, Multan",Pharmaceuticals,Active,50000000
3898305-9,Apex Builders,2023-03-07,"House 2, Street 3, Satellite Town, Gujranwala",Construction,Active,50000000
3451921-6,United Associates,2018-09-06,"House 13, Street 55, Chaklala Scheme 3, Rawalpindi",Textile,Active,50000000
7418254-2,Metro Enterprises,2016-11-12,"House 865, Street 4, DC Colony, Gujranwala",IT Services,Active,50000000
6590931-5,Allied Industries,2012-07-25,"House 283, Street 48, Cantt, Lahore",IT Services,Active,500000000
6822585-8,Apex Industries,2008-12-25,"House 744, Street 22, Model Town, Multan",Construction,Active,50000000
9595438-7,Capital International,2015-11-22,"House 69, Street 21, PECHS, Karachi",Pharmaceuticals,Active,50000000
1665855-6,Summit Builders,2015-08-23,"House 125, Street 19, Bahadurabad, Karachi",Real Estate,Active,500000000
6573128-4,Royal International,2014-06-02,"House 292, Street 12, Paris Road, Sialkot",Food & Beverage,Active,50000000
6632141-2,Apex Associates,2012-09-08,"House 97, Street 2, Shah Rukn-e-Alam, Multan",Import/Export,Active,50000000
6186104-4,Apex Holdings,2020-08-03,"House 927, Street 48, Satellite Town, Rawalpindi",Logistics,Active,500000000
8264982-5,United Industries,2014-09-13,"House 265, Street 29, Jaranwala Road, Faisalabad",Logistics,Active,500000000
2128590-6,Apex Associates,2018-09-23,"House 225, Street 4, DC Colony, Gujranwala",Logistics,Active,50000000
5249599-3,Premier (Pvt) Ltd,2023-01-09,"House 112, Street 4, Cantt, Peshawar",Trading,Active,500000000
4890320-0,Crescent Associates,2013-02-01,"House 264, Street 56, Bahria Town, Islamabad",Import/Export,Active,50000000
6976896-3,Global Traders,2011-05-27,"House 768, Street 4, Bahria Town, Lahore",IT Services,Active,50000000
9052038-1,Capital International,2022-06-18,"House 468, Street 42, I-8, Islamabad",Construction,Active,50000000
3887874-5,Crescent Builders,2009-02-24,"House 431, Street 51, Model Town, Multan",Real Estate,Active,50000000
8471289-3,Capital Traders,2013-08-02,"House 813, Street 60, Cantt, Multan",Pharmaceuticals,Active,50000000
1558587-1,Premier (Pvt) Ltd,2020-07-15,"House 568, Street 10, DHA-II, Islamabad",Import/Export,Active,50000000
7687764-1,Pak Enterprises,2015-03-08,"House 61, Street 47, Jaranwala Road, Faisalabad",Food & Beverage,Active,50000000
1495995-7,Metro Industries,2010-06-07,"House 690, Street 39, Gulgasht Colony, Multan",Food & Beverage,Active,50000000
2488201-0,Crescent Traders,2014-11-11,"House 917, Street 28, Satellite Town, Gujranwala",Food & Beverage,Active,500000000
7354087-5,Royal Enterprises,2011-11-24,"House 574, Street 5, Cantt, Sialkot",Import/Export,Active,50000000
3473647-1,Metro Industries,2020-10-29,"House 70, Street 21, Bahria Town, Islamabad",Real Estate,Active,50000000
